id,Grouper,Meaning,Tack_1,Tack_2,Tack_3,Tack_4,Free_Text_Tack_1,Free_Text_Tack_2,Free_Text_Tack_3,Free_Text_Tack_4,Free_Text_Tack_5,Free_Text_Tack_6,Table_Group,List_A,List_B,List_C,Free_Text_List,created_at
,FORM G SUBDIV STBD 8 ANS DIV,SUBDIVISIONAL LINE GUIDES (or guides of units indicated) are to form on the RELATIVE BEARING 85 degrees STBD from Their Divisional line Guide or ship indicated at their present interval apart and in their sequence,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL
,FORM G SUBDIV STBD 9 ANS DIV,SUBDIVISIONAL LINE GUIDES (or guides of units indicated) are to form on the RELATIVE BEARING 95 degrees STBD from Their Divisional line Guide or ship indicated at their present interval apart and in their sequence,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL
,FORM G SUBDIV STBD 10 ANS DIV,SUBDIVISIONAL LINE GUIDES (or guides of units indicated) are to form on the RELATIVE BEARING 105 degrees STBD fromTheir Divisional line Guide or ship indicated at their present interval apart and in their sequence,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL
,FORM G SUBDIV STBD 11 ANS DIV,SUBDIVISIONAL LINE GUIDES (or guides of units indicated) are to form on the RELATIVE BEARING 115 degrees STBD from Their Divisional line Guide or ship indicated at their present interval apart and in their sequence,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL
,FORM G SUBDIV STBD 12 ANS DIV,SUBDIVISIONAL LINE GUIDES (or guides of units indicated) are to form on the RELATIVE BEARING 125 degrees STBD from Their Divisional line Guide or ship indicated at their present interval apart and in their sequence,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL
,FORM G SUBDIV STBD 13 ANS DIV,SUBDIVISIONAL LINE GUIDES (or guides of units indicated) are to form on the RELATIVE BEARING 135 degrees STBD from Their Divisional line Guide or ship indicated at their present interval apart and in their sequence,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL
,FORM G SUBDIV STBD 14 ANS DIV,SUBDIVISIONAL LINE GUIDES (or guides of units indicated) are to form on the RELATIVE BEARING 145 degrees STBD from Their Divisional line Guide or ship indicated at their present interval apart and in their sequence,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL
,FORM G SUBDIV STBD 15 ANS DIV,SUBDIVISIONAL LINE GUIDES (or guides of units indicated) are to form on the RELATIVE BEARING 155 degrees STBD from Their Divisional line Guide or ship indicated at their present interval apart and in their sequence,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL
,FORM G SUBDIV STBD 16 ANS DIV,SUBDIVISIONAL LINE GUIDES (or guides of units indicated) are to form on the RELATIVE BEARING 165 degrees STBD fromTheir Divisional line Guide or ship indicated at their present interval apart and in their sequence,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL
,FORM G SUBDIV STBD 17 ANS DIV,SUBDIVISIONAL LINE GUIDES (or guides of units indicated) are to form on the RELATIVE BEARING 175 degrees STBD from Their Divisional line Guide or ship indicated at their present interval apart and in their sequence,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL
,FORM H,EXCHANGING POSITIONS. The two lines are to exchange their positions by turning 90 degrees towards each other. The ships if each line passing through the other. The ships of each line passing through the intervals of the other.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL
,FORM I PORT,"INVERTING POSITIONS OF LINES. Invert the positions of the lines in succession from the rear line passing the leading lines of the PORT side, as indicated, of their corresponding ships.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL
,FORM I STBD,"INVERTING POSITIONS OF LINES. Invert the positions of the lines in succession from the rear line passing the leading lines of the STBD side, as indicated, of their corresponding ships.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL
,FORM K,FORM KATAK (or heaving line transfer by leap frog method),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL
,FORM L,RESDES. FORM astern of the carrier by quickest means,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,NULL
,FORM M,From disposition number,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL
,FORM N,Form TYPE FORMATION number,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL
,FORM O,Form LOOSE LINE OF BEARING on bearing Free_Text_Tack_1 in quickest sequence on the guide Distance Free_Text_Tack_2 hundreds of yards),0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,NULL
,FORM P,ROTATE axis of Tack_1 to Free_Text_Tack_1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,NULL
,FORM U,SHIPS are to RESUME their previous relative bearing and distance from their guides. Ships move independently.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL
,FORM V,Line guides resume previous relative bearings and distances from the guide. Commanders of lines moves their lines by signal to take up new stations,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL
,FORM W,Resume previous formation. Line guides resume previous relative bearings and distances from the Guides. Ships in line resume previous relative bearings and distances from line guides. Line commanders direct movements,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL
,FORM Y,Form loose line abreast in quickest sequence on the guide (or ship indicated) course Free_Text_Tack_1. Distance Free_Text_Tack_2 hundreds of yards),0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,NULL
,FORM Z,REMAIN in PRESENT FORMATION (or disposition)(until _).,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL
,A FORM,FORCE is in Tack_1 DISPOSITION number __ (am occupying) (station ___),1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL
,B FORM,FORCE is in FORMATION number (this ship or ship(s) indicated is/are occupying station(s) __ ).,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,NULL
,G FORM,GUIDE of Tack_1 is (in station __) or (and bears __ distances __ miles from this unit or unit indicated,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL
,K FORM,"FORMATION CENTER bears Free_Text_Tack_1 , distance Free_Text_Tack_2 hundreds of yards from. the Guide or ship indicated.",0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,NULL
,P FORM,The direction of the Tack_1 axis is Free_Text_Tack_1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,NULL
,Y FORM,"MAIN BODY as formed is indicated (a) Formation number (b) Formation Axis (c) Guide, or Guide's station (d) Assigned stations",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL
,STATION,Take proper or assigned station.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL
,INT STATION,What is your station (or that of _),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL
,STATION PORT 1,Take station on RELATIVE bearing to PORT 10 degrees from guide (or unit indicated) at standard distance (or at distance __ miles).,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL
,STATION PORT 2,Take station on RELATIVE bearing to PORT 20 degrees from guide (or unit indicated) at standard distance (or at distance __ miles).,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL
,STATION PORT 3,Take station on RELATIVE bearing to PORT 30 degrees from guide (or unit indicated) at standard distance (or at distance __ miles).,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL
,STATION PORT 4,Take station on RELATIVE bearing to PORT 40 degrees from guide (or unit indicated) at standard distance (or at distance __ miles).,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL
,STATION PORT 5,Take station on RELATIVE bearing to PORT 50 degrees from guide (or unit indicated) at standard distance (or at distance __ miles).,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL
,STATION PORT 6,Take station on RELATIVE bearing to PORT 60 degrees from guide (or unit indicated) at standard distance (or at distance __ miles).,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL
,STATION PORT 7,Take station on RELATIVE bearing to PORT 70 degrees from guide (or unit indicated) at standard distance (or at distance __ miles).,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL
,STATION PORT 8,Take station on RELATIVE bearing to PORT 80 degrees from guide (or unit indicated) at standard distance (or at distance __ miles).,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL
,STATION PORT 9,Take station on RELATIVE bearing to PORT 90 degrees from guide (or unit indicated) at standard distance (or at distance __ miles).,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL
,STATION PORT 10,Take station on RELATIVE bearing to PORT 100 degrees from guide (or unit indicated) at standard distance (or at distance __ miles).,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL
,STATION PORT 11,Take station on RELATIVE bearing to PORT 110 degrees from guide (or unit indicated) at standard distance (or at distance __ miles).,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL
,STATION PORT 12,Take station on RELATIVE bearing to PORT 120 degrees from guide (or unit indicated) at standard distance (or at distance __ miles).,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL
,STATION PORT 13,Take station on RELATIVE bearing to PORT 130 degrees from guide (or unit indicated) at standard distance (or at distance __ miles).,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL
,STATION PORT 14,Take station on RELATIVE bearing to PORT 140 degrees from guide (or unit indicated) at standard distance (or at distance __ miles).,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL
,STATION PORT 15,Take station on RELATIVE bearing to PORT 150 degrees from guide (or unit indicated) at standard distance (or at distance __ miles).,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL
,STATION PORT 16,Take station on RELATIVE bearing to PORT 160 degrees from guide (or unit indicated) at standard distance (or at distance __ miles).,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL
,STATION PORT 17,Take station on RELATIVE bearing to PORT 170 degrees from guide (or unit indicated) at standard distance (or at distance __ miles).,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL
,STATION PORT 18,Take station on RELATIVE bearing to PORT 180 degrees from guide (or unit indicated) at standard distance (or at distance __ miles).,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL
,STATION STBD 1,Take station on RELATIVE bearing to STBD 10 degrees from guide (or unit indicated) at standard distance (or at distance __ miles).,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL
,STATION STBD 2,Take station on RELATIVE bearing to STBD 20 degrees from guide (or unit indicated) at standard distance (or at distance __ miles).,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL
,STATION STBD 3,Take station on RELATIVE bearing to STBD 30 degrees from guide (or unit indicated) at standard distance (or at distance __ miles).,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL
,STATION STBD 4,Take station on RELATIVE bearing to STBD 40 degrees from guide (or unit indicated) at standard distance (or at distance __ miles).,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL
,STATION STBD 5,Take station on RELATIVE bearing to STBD 50 degrees from guide (or unit indicated) at standard distance (or at distance __ miles).,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL
,STATION STBD 6,Take station on RELATIVE bearing to STBD 60 degrees from guide (or unit indicated) at standard distance (or at distance __ miles).,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL
,STATION STBD 7,Take station on RELATIVE bearing to STBD 70 degrees from guide (or unit indicated) at standard distance (or at distance __ miles).,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL
,STATION STBD 8,Take station on RELATIVE bearing to STBD 80 degrees from guide (or unit indicated) at standard distance (or at distance __ miles).,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL
,STATION STBD 9,Take station on RELATIVE bearing to STBD 90 degrees from guide (or unit indicated) at standard distance (or at distance __ miles).,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL
,STATION STBD 10,Take station on RELATIVE bearing to STBD 100 degrees from guide (or unit indicated) at standard distance (or at distance __ miles).,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL
,STATION STBD 11,Take station on RELATIVE bearing to STBD 110 degrees from guide (or unit indicated) at standard distance (or at distance __ miles).,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL
,STATION STBD 12,Take station on RELATIVE bearing to STBD 120 degrees from guide (or unit indicated) at standard distance (or at distance __ miles).,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL
,STATION STBD 13,Take station on RELATIVE bearing to STBD 130 degrees from guide (or unit indicated) at standard distance (or at distance __ miles).,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL
,STATION STBD 14,Take station on RELATIVE bearing to STBD 140 degrees from guide (or unit indicated) at standard distance (or at distance __ miles).,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL
,STATION STBD 15,Take station on RELATIVE bearing to STBD 150 degrees from guide (or unit indicated) at standard distance (or at distance __ miles).,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL
,STATION STBD 16,Take station on RELATIVE bearing to STBD 160 degrees from guide (or unit indicated) at standard distance (or at distance __ miles).,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL
,STATION STBD 17,Take station on RELATIVE bearing to STBD 170 degrees from guide (or unit indicated) at standard distance (or at distance __ miles).,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL
,STATION STBD 18,Take station on RELATIVE bearing to STBD 180 degrees from guide (or unit indicated) at standard distance (or at distance __ miles).,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL
,STATION STBD 1 ANS,Take station on RELATIVE bearing to STBD 15 degrees from guide (or unit indicated) at standard distance (or at distance __ miles).,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL
,STATION STBD 2 ANS,Take station on RELATIVE bearing to STBD 25 degrees from guide (or unit indicated) at standard distance (or at distance __ miles).,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL
,STATION STBD 3 ANS,Take station on RELATIVE bearing to STBD 35 degrees from guide (or unit indicated) at standard distance (or at distance __ miles).,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL
,STATION STBD 4 ANS,Take station on RELATIVE bearing to STBD 45 degrees from guide (or unit indicated) at standard distance (or at distance __ miles).,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL
,STATION STBD 5 ANS,Take station on RELATIVE bearing to STBD 55 degrees from guide (or unit indicated) at standard distance (or at distance __ miles).,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL
,STATION STBD 6 ANS,Take station on RELATIVE bearing to STBD 65 degrees from guide (or unit indicated) at standard distance (or at distance __ miles).,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL
,STATION STBD 7 ANS,Take station on RELATIVE bearing to STBD 75 degrees from guide (or unit indicated) at standard distance (or at distance __ miles).,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL
,STATION STBD 8 ANS,Take station on RELATIVE bearing to STBD 85 degrees from guide (or unit indicated) at standard distance (or at distance __ miles).,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL
,STATION STBD 9 ANS,Take station on RELATIVE bearing to STBD 95 degrees from guide (or unit indicated) at standard distance (or at distance __ miles).,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL
,STATION STBD 10 ANS,Take station on RELATIVE bearing to STBD 105 degrees from guide (or unit indicated) at standard distance (or at distance __ miles).,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL
,STATION STBD 11 ANS,Take station on RELATIVE bearing to STBD 115 degrees from guide (or unit indicated) at standard distance (or at distance __ miles).,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL
,STATION STBD 12 ANS,Take station on RELATIVE bearing to STBD 125 degrees from guide (or unit indicated) at standard distance (or at distance __ miles).,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL
,STATION STBD 13 ANS,Take station on RELATIVE bearing to STBD 135 degrees from guide (or unit indicated) at standard distance (or at distance __ miles).,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL
,STATION STBD 14 ANS,Take station on RELATIVE bearing to STBD 145 degrees from guide (or unit indicated) at standard distance (or at distance __ miles).,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL
,STATION STBD 15 ANS,Take station on RELATIVE bearing to STBD 155 degrees from guide (or unit indicated) at standard distance (or at distance __ miles).,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL
,STATION STBD 16 ANS,Take station on RELATIVE bearing to STBD 165 degrees from guide (or unit indicated) at standard distance (or at distance __ miles).,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL
,STATION STBD 17 ANS,Take station on RELATIVE bearing to STBD 175 degrees from guide (or unit indicated) at standard distance (or at distance __ miles).,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL
,STATION PORT 1 ANS,Take station on RELATIVE bearing to PORT 15 degrees from guide (or unit indicated) at standard distance (or at distance __ miles).,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL
,STATION PORT 2 ANS,Take station on RELATIVE bearing to PORT 25 degrees from guide (or unit indicated) at standard distance (or at distance __ miles).,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL
,STATION PORT 3 ANS,Take station on RELATIVE bearing to PORT 35 degrees from guide (or unit indicated) at standard distance (or at distance __ miles).,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL
,STATION PORT 4 ANS,Take station on RELATIVE bearing to PORT 45 degrees from guide (or unit indicated) at standard distance (or at distance __ miles).,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL
,STATION PORT 5 ANS,Take station on RELATIVE bearing to PORT 55 degrees from guide (or unit indicated) at standard distance (or at distance __ miles).,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL
,STATION PORT 6 ANS,Take station on RELATIVE bearing to PORT 65 degrees from guide (or unit indicated) at standard distance (or at distance __ miles).,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL
,STATION PORT 7 ANS,Take station on RELATIVE bearing to PORT 75 degrees from guide (or unit indicated) at standard distance (or at distance __ miles).,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL
,STATION PORT 8 ANS,Take station on RELATIVE bearing to PORT 85 degrees from guide (or unit indicated) at standard distance (or at distance __ miles).,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL
,STATION PORT 9 ANS,Take station on RELATIVE bearing to PORT 95 degrees from guide (or unit indicated) at standard distance (or at distance __ miles).,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL
,STATION PORT 10 ANS,Take station on RELATIVE bearing to PORT 105 degrees from guide (or unit indicated) at standard distance (or at distance __ miles).,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL
,STATION PORT 11 ANS,Take station on RELATIVE bearing to PORT 115 degrees from guide (or unit indicated) at standard distance (or at distance __ miles).,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL
